"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,8.794289082E-2,3.328320757E-2,-9.931720793E-3
2.175900000E-2,9.164308757E-2,3.575621918E-2,-1.108993031E-2
4.354900000E-2,9.284950048E-2,3.451385349E-2,-9.822532535E-3
6.530300000E-2,9.040793031E-2,3.501058742E-2,-1.200056169E-2
8.706700000E-2,8.786954731E-2,4.117446020E-2,-9.800819680E-3
1.088260000E-1,9.404701740E-2,3.870571032E-2,-1.077740081E-2
1.305800000E-1,9.162106365E-2,3.624820709E-2,-1.199463848E-2
1.523380000E-1,9.029608965E-2,3.869881481E-2,-8.471085690E-3
1.740960000E-1,9.159904718E-2,3.623966500E-2,-1.199486293E-2
1.958620000E-1,9.276790917E-2,3.746072575E-2,-9.579109959E-3
2.176220000E-1,9.414102137E-2,3.502180427E-2,-1.551236678E-2
2.393750000E-1,9.159371257E-2,3.747457266E-2,-1.202309318E-2
2.611230000E-1,9.639883786E-2,3.868446499E-2,-8.299806155E-3
2.828980000E-1,9.276993573E-2,3.499514610E-2,-1.193322800E-2
3.046570000E-1,9.274840355E-2,4.116998985E-2,-1.327947062E-2
3.264160000E-1,8.905354142E-2,3.746207058E-2,-1.209303271E-2
3.481800000E-1,9.264963120E-2,3.742217273E-2,-1.078574359E-2
3.699500000E-1,9.384692460E-2,3.864507377E-2,-1.077987812E-2
3.916930000E-1,9.011580795E-2,3.862961009E-2,-1.208859403E-2
4.134520000E-1,8.880338818E-2,3.984672949E-2,-1.094702724E-2
4.352110000E-1,9.134294838E-2,3.862757981E-2,-1.687488705E-2
4.569700000E-1,9.238205105E-2,3.857183456E-2,-1.081710774E-2
4.787290000E-1,9.230668098E-2,3.731775284E-2,-7.174436934E-3
5.004850000E-1,8.857268840E-2,3.976256028E-2,-8.539481089E-3
5.222470000E-1,9.232085198E-2,3.976180777E-2,-1.446126867E-2
5.440190000E-1,9.098856151E-2,3.726245463E-2,-1.082512178E-2
5.657960000E-1,8.976057172E-2,3.726352006E-2,-1.085947640E-2
5.875550000E-1,9.212141484E-2,3.723428398E-2,-1.079195272E-2
6.093140000E-1,8.972989768E-2,3.477938101E-2,-1.321383193E-2
6.310620000E-1,9.327401966E-2,3.597913682E-2,-7.114926353E-3
6.528090000E-1,8.952348679E-2,3.841289505E-2,-9.685272351E-3
6.745910000E-1,9.064539522E-2,3.712907434E-2,-9.623932652E-3
6.963500000E-1,8.938583732E-2,3.711972386E-2,-1.086380146E-2
7.181090000E-1,9.541817009E-2,3.708883002E-2,-5.872771144E-3
7.398780000E-1,9.180169553E-2,3.586058691E-2,-1.197252516E-2
7.616220000E-1,8.557987213E-2,3.457882628E-2,-1.452727336E-2
7.833860000E-1,9.027144313E-2,3.572278097E-2,-1.080508344E-2
8.051450000E-1,9.027677774E-2,3.448787332E-2,-1.077685412E-2
8.269040000E-1,9.395539761E-2,3.571958467E-2,-1.070201956E-2
8.486680000E-1,9.254696220E-2,3.690204397E-2,-1.076664682E-2
8.704400000E-1,9.114117175E-2,3.931127861E-2,-1.085942425E-2
8.921820000E-1,8.974841982E-2,3.677333519E-2,-9.634241462E-3
9.139410000E-1,8.841630071E-2,3.423372284E-2,-1.081871428E-2
9.357000000E-1,8.836001158E-2,3.667433560E-2,-1.208082866E-2
9.574590000E-1,8.575350046E-2,3.785539791E-2,-1.217925269E-2
9.792180000E-1,8.934418857E-2,3.287086263E-2,-1.316948049E-2
1.001005000E0,9.167873114E-2,3.654140234E-2,-1.198143512E-2
1.022766000E0,9.223807603E-2,3.846543655E-2,-1.451791544E-2
1.044515000E0,8.726703376E-2,3.969182074E-2,-1.227393560E-2
1.066284000E0,8.976586908E-2,3.599135950E-2,-1.332535222E-2
1.088043000E0,9.104739130E-2,3.599682078E-2,-1.690575667E-2
1.109802000E0,8.846301585E-2,3.472775221E-2,-1.333232690E-2
1.131561000E0,8.709613234E-2,3.592931852E-2,-8.575932123E-3
1.153320000E0,8.841545135E-2,3.347761184E-2,-1.209956035E-2
1.175079000E0,8.966527134E-2,4.089877382E-2,-1.464421116E-2
1.196840000E0,8.962427080E-2,3.592949361E-2,-1.453206316E-2
1.218599000E0,9.320075810E-2,3.465222940E-2,-1.199184824E-2
1.240345000E0,8.699070662E-2,3.834559396E-2,-1.104377490E-2
1.262116000E0,8.822401613E-2,3.710961714E-2,-1.098119095E-2
1.283876000E0,9.188052267E-2,3.586099297E-2,-1.085020788E-2
1.305634000E0,9.061376750E-2,3.707841411E-2,-1.211832277E-2
1.327393000E0,8.930689842E-2,3.581215069E-2,-1.092037093E-2
1.349153000E0,8.919913322E-2,3.577224538E-2,-8.511517197E-3
1.370924000E0,8.921254426E-2,3.329268470E-2,-1.086527016E-2
