"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,4.939861173E-2,-3.069752586E-2,-8.941642575E-2
2.175900000E-2,2.799128371E-2,1.437983247E-2,-6.955078009E-2
4.354900000E-2,1.710640626E-3,5.421450188E-2,-9.134191386E-2
6.530300000E-2,3.123228285E-3,5.625814943E-2,-7.597323386E-2
8.706700000E-2,-1.292917310E-3,5.527290730E-2,-7.617993750E-2
1.088260000E-1,1.939066445E-2,7.205079826E-2,-6.603827085E-2
1.305800000E-1,2.437283480E-2,5.779493475E-2,-4.714098349E-2
1.523380000E-1,-1.360925396E-2,7.738351375E-2,-3.647225888E-2
1.740960000E-1,-4.437578039E-2,1.053409887E-1,-4.246756897E-2
1.958620000E-1,-5.403739063E-2,1.235383369E-1,-5.115924947E-2
2.176220000E-1,-5.209913000E-2,1.477692717E-1,-4.761785134E-2
2.393750000E-1,-6.639597427E-2,1.610886168E-1,-5.325478193E-2
2.611230000E-1,-8.796101837E-3,1.598567181E-1,-5.418374004E-2
2.828980000E-1,-4.319254149E-2,1.641348882E-1,-1.793244082E-2
3.046570000E-1,-5.168695155E-2,1.801681546E-1,-2.921596475E-2
3.264160000E-1,-8.329932455E-2,2.105786644E-1,-2.968801778E-2
3.481800000E-1,-1.010751708E-1,1.911429946E-1,-4.026607401E-2
3.699500000E-1,-7.862613844E-2,1.845889602E-1,-2.356320557E-2
3.916930000E-1,-4.413253165E-2,1.721804012E-1,-4.631828482E-2
4.134520000E-1,-4.570344552E-2,1.873074952E-1,-2.177754128E-2
4.352110000E-1,-5.769248970E-2,1.980106773E-1,-3.969698404E-3
4.569700000E-1,-9.465568629E-2,1.960918404E-1,-1.728288197E-3
4.787290000E-1,-1.025705505E-1,2.270565749E-1,-8.240633481E-3
5.004850000E-1,-9.776878959E-2,1.995662377E-1,-5.605802162E-3
5.222470000E-1,-7.908898210E-2,2.034862476E-1,-1.246369419E-2
5.440190000E-1,-6.283224708E-2,2.080741009E-1,-2.230877653E-3
5.657960000E-1,-6.222965496E-2,2.479476714E-1,-1.780325618E-2
5.875550000E-1,-7.424635921E-2,2.630876476E-1,-2.865608186E-3
6.093140000E-1,-1.205592810E-1,2.767604295E-1,-1.247897119E-2
6.310620000E-1,-1.524039758E-1,2.803151712E-1,-1.810227731E-2
6.528090000E-1,-1.132907260E-1,2.642586074E-1,-2.044195586E-3
