"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,1.785786438E-1,-1.068777466E-1,-9.885592804E0
2.161300000E-2,1.742376709E-1,-1.383123779E-1,-9.900861053E0
4.121500000E-2,1.414558411E-1,-1.965412903E-1,-9.902357941E0
6.083700000E-2,1.344204712E-1,-1.016386414E-1,-9.893077240E0
8.046000000E-2,1.353186035E-1,-1.886077881E-2,-9.910740509E0
1.000520000E-1,1.422042847E-1,-2.230361938E-2,-9.909243622E0
1.196750000E-1,1.652563477E-1,-1.237925720E-1,-9.906848602E0
1.392970000E-1,1.541793823E-1,-2.077679443E-1,-9.906549225E0
1.589210000E-1,1.634600830E-1,-1.814227295E-1,-9.894873505E0
1.785130000E-1,1.606159973E-1,-6.406677246E-2,-9.907746735E0
1.981360000E-1,1.609153748E-1,-3.667373657E-2,-9.909992065E0
2.177590000E-1,1.402583313E-1,-8.053253174E-2,-9.895472260E0
2.373810000E-1,1.462458801E-1,-1.118174744E-1,-9.886490936E0
2.569820000E-1,1.522334290E-1,-1.513352966E-1,-9.901010742E0
2.765970000E-1,1.472937012E-1,-1.363664246E-1,-9.906549225E0
2.962190000E-1,1.556762695E-1,-1.365161133E-1,-9.877958679E0
3.158160000E-1,1.441502380E-1,-1.338217163E-1,-9.899813232E0
3.354340000E-1,1.359173584E-1,-7.349716187E-2,-9.883048096E0
3.550570000E-1,1.356179810E-1,-3.966751099E-2,-9.884544983E0
3.746490000E-1,1.630110168E-1,-9.355545044E-2,-9.876761169E0
3.942860000E-1,1.469943237E-1,-1.859133911E-1,-9.882748718E0
4.139000000E-1,1.669029236E-1,-2.019300842E-1,-9.871522064E0
4.335190000E-1,1.610650635E-1,-1.158590698E-1,-9.881850586E0
4.531100000E-1,1.598675537E-1,-4.370910645E-2,-9.843979340E0
4.727370000E-1,1.534309387E-1,-4.191284180E-2,-9.869576111E0
4.923560000E-1,1.465452576E-1,-1.161584473E-1,-9.856553192E0
5.119650000E-1,1.559756470E-1,-1.619631958E-1,-9.840386810E0
5.315700000E-1,1.631607056E-1,-1.698966980E-1,-9.860894165E0
5.511930000E-1,1.601669312E-1,-1.073268127E-1,-9.853110352E0
5.707850000E-1,1.683998108E-1,-1.088237000E-1,-9.872420197E0
5.904090000E-1,1.577719116E-1,-1.026864624E-1,-9.851613464E0
6.100060000E-1,1.538800049E-1,-8.053253174E-2,-9.844278717E0
6.296230000E-1,1.422042847E-1,4.490661621E-3,-9.849517822E0
6.492460000E-1,1.191522217E-1,4.251159668E-2,-9.842482452E0
6.693828333E-1,1.441502380E-1,-1.658551025E-1,-9.834548950E0
6.889758333E-1,2.047741699E-1,-3.305126953E-1,-9.817783813E0
7.085978333E-1,2.055226135E-1,-3.487747192E-1,-9.843829651E0
7.282218333E-1,1.944456482E-1,-2.007325745E-1,-9.797276459E0
7.478138333E-1,1.570234680E-1,4.206253052E-2,-9.811945953E0
7.674358333E-1,1.368154907E-1,1.360670471E-1,-9.807155914E0
7.870588333E-1,1.326242065E-1,1.287322998E-2,-9.844278717E0
8.066518333E-1,1.380130005E-1,-1.678010559E-1,-9.814041595E0
8.262748333E-1,1.496887207E-1,-2.511776733E-1,-9.808652802E0
8.458958333E-1,2.029779053E-1,-2.116598511E-1,-9.827214203E0
8.655198333E-1,1.820214844E-1,-1.037342834E-1,-9.847721558E0
8.851218333E-1,1.827699280E-1,-3.532653809E-2,-9.819879456E0
9.047338333E-1,1.543290710E-1,1.107696533E-2,-9.805808716E0
9.243278333E-1,9.729766846E-2,-2.874023438E-2,-9.830657043E0
9.439498333E-1,1.323248291E-1,-1.399589539E-1,-9.804162140E0
9.635728333E-1,1.856140137E-1,-2.550695801E-1,-9.789043579E0
9.831948333E-1,1.811233521E-1,-2.706372070E-1,-9.809101868E0
1.002786833E0,1.953437805E-1,-9.729766846E-2,-9.814790039E0
1.022409833E0,1.763333130E-1,1.133143616E-1,-9.799072723E0
1.042032833E0,1.514849854E-1,5.703140259E-2,-9.808054047E0
1.061638833E0,1.225950623E-1,-1.389111328E-1,-9.828860779E0
1.081248833E0,1.354682922E-1,-2.709365845E-1,-9.796528015E0
1.100852833E0,1.634600830E-1,-2.475851440E-1,-9.804611206E0
1.120463833E0,1.806742859E-1,-1.143621826E-1,-9.797426147E0
1.140085833E0,1.694476318E-1,-3.742218018E-3,-9.791887665E0
1.159684833E0,1.845661926E-1,-1.152603149E-2,-9.813442841E0
1.179331833E0,1.333726501E-1,-6.840774536E-2,-9.782457275E0
1.198937833E0,1.466949463E-1,-1.540296936E-1,-9.794282684E0
1.218547833E0,1.278341675E-1,-2.160008240E-1,-9.783205719E0
1.238139833E0,1.459465027E-1,-2.248324585E-1,-9.798024902E0
1.257752833E0,1.683998108E-1,-1.233435059E-1,-9.770482178E0
