"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-3.896287582E-2,3.051490772E-2,-8.773815609E-2
2.175900000E-2,-4.097673912E-2,2.008166602E-2,-7.916457564E-2
4.354200000E-2,-4.160122632E-2,2.254367043E-2,-8.202355346E-2
6.530800000E-2,-2.976415721E-2,2.712869834E-2,-6.419013957E-2
8.706600000E-2,-3.309691482E-2,4.492569275E-2,-9.576771707E-2
1.088250000E-1,-3.524446008E-2,8.101763137E-2,-7.446714642E-2
1.305900000E-1,-6.431292654E-2,1.564090353E-1,-7.854266030E-2
1.523200000E-1,-4.469662351E-2,1.227019658E-1,-7.134479722E-2
1.741020000E-1,-6.859803569E-2,4.992957545E-2,-7.795407409E-2
1.958610000E-1,-5.699645177E-2,5.427966179E-2,-6.742467309E-2
2.176200000E-1,-7.095055784E-2,1.609766974E-1,-7.850265255E-2
2.393740000E-1,-8.025968604E-2,2.532902724E-1,-4.141690655E-2
2.611430000E-1,-7.860211917E-2,1.463298882E-1,-5.265047219E-2
2.828970000E-1,-7.884480603E-2,1.177111754E-1,-4.568225850E-2
3.046570000E-1,-8.536566661E-2,1.181300827E-1,-4.661792264E-2
3.264170000E-1,-9.597668194E-2,1.706493991E-1,-4.053489061E-2
3.481770000E-1,-6.582172744E-2,2.086922978E-1,-5.376744570E-2
3.699420000E-1,-8.402155618E-2,2.029384183E-1,-4.935712391E-2
3.917230000E-1,-8.226519878E-2,2.489404007E-1,-5.055014776E-2
4.134820000E-1,-1.203369863E-1,3.412738379E-1,-5.525200807E-2
4.352410000E-1,-1.026087858E-1,2.038871473E-1,-9.761408048E-3
4.575148333E-1,-5.683745319E-2,1.366210731E-2,-3.984767375E-2
4.792728333E-1,-3.961037729E-2,-5.588979769E-2,3.658634525E-3
5.010318333E-1,-5.626762832E-2,1.204431042E-1,4.258575982E-3
5.227908333E-1,-9.218460727E-2,3.523444078E-1,-1.002162742E-2
5.445398333E-1,-1.146389752E-1,4.442966248E-1,-5.224207958E-3
5.663098333E-1,-1.267368735E-1,3.411012354E-1,-4.320233557E-2
5.880678333E-1,-1.160507306E-1,1.603228691E-1,-1.282298161E-2
6.098278333E-1,-1.127459939E-1,9.671481069E-2,-8.336539238E-3
6.315878333E-1,-6.761831186E-2,1.550825944E-1,-2.780719691E-2
6.533678333E-1,-8.181456118E-2,3.073161696E-1,-1.943604661E-2
6.751048333E-1,-1.244260447E-1,3.278256439E-1,-2.514939300E-2
6.968638333E-1,-1.252598212E-1,3.568936878E-1,2.630861322E-3
7.186528333E-1,-1.481568690E-1,2.753553984E-1,-1.088544047E-2
7.404088333E-1,-9.484433209E-2,1.273936072E-1,9.485137958E-3
7.621458333E-1,-9.928320930E-2,1.898201900E-1,-9.013451522E-3
7.839298333E-1,-9.232282997E-2,3.857480160E-1,1.769036038E-2
8.056888333E-1,-1.248281413E-1,4.582349252E-1,-6.276307064E-3
8.274478333E-1,-1.494171449E-1,3.030807389E-1,-1.534359294E-2
8.491918333E-1,-1.582176522E-1,1.306926702E-1,1.741412398E-2
8.709698333E-1,-1.358963267E-1,1.038340333E-1,-4.948258208E-3
8.927248333E-1,-1.086743219E-1,2.753191274E-1,5.596588729E-4
9.144838333E-1,-1.177695562E-1,3.726661866E-1,6.679730112E-3
9.362428333E-1,-1.054773933E-1,3.684680685E-1,-1.509710311E-2
9.580028333E-1,-1.592852258E-1,3.163497888E-1,1.562483374E-2
9.797628333E-1,-1.535151752E-1,2.494087627E-1,2.819504261E-3
1.001534833E0,-1.482867411E-1,1.678952874E-1,8.747041185E-3
1.023310833E0,-1.509254068E-1,2.021612320E-1,1.519915758E-2
1.045039833E0,-1.210443807E-1,3.660014571E-1,-7.993950644E-3
1.066827833E0,-1.303362550E-1,4.943230996E-1,1.411948120E-3
