"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,1.691323207E-1,-3.771802416E-2,-4.681240652E-2
2.174900000E-2,1.005354271E-1,1.201954677E-2,-1.050710300E-1
4.350800000E-2,2.450706495E-2,2.806993790E-2,-6.633167774E-2
6.529700000E-2,-4.537323316E-2,5.296307939E-4,-9.081868856E-2
8.705600000E-2,-4.770518042E-2,-2.965159374E-2,-8.559780107E-2
1.087890000E-1,3.382738508E-2,-2.090510573E-4,-6.945148249E-2
1.305750000E-1,6.914237035E-2,5.098097335E-2,-7.308847347E-2
1.523330000E-1,6.170969588E-2,1.011018213E-1,-5.273044200E-2
1.740920000E-1,2.472417709E-2,1.118825064E-1,-7.090573527E-2
1.958520000E-1,-8.027129824E-2,1.135793958E-1,-4.183459874E-2
2.176100000E-1,-1.040621387E-1,5.510011751E-2,-4.034933288E-2
2.393710000E-1,-3.335558102E-2,8.230377213E-2,-3.705798772E-2
2.611290000E-1,3.393437771E-2,1.569903399E-1,-5.286215053E-2
2.828880000E-1,4.102001765E-2,1.786212188E-1,-3.710373533E-2
3.046570000E-1,-1.505240617E-2,1.891491489E-1,-5.870826527E-2
3.264060000E-1,-7.811872803E-2,1.337888257E-1,-3.361905290E-2
3.481950000E-1,-1.224856645E-1,1.266690915E-1,-2.661559603E-2
3.699280000E-1,-1.055751879E-1,1.526052022E-1,-5.336978935E-2
3.917130000E-1,-4.605105336E-2,1.856121864E-1,-6.281883617E-3
4.134720000E-1,1.236529195E-2,2.178109940E-1,-2.296112736E-2
4.352310000E-1,-9.580682261E-3,2.161744132E-1,-3.727535568E-2
4.569900000E-1,-4.667676939E-2,1.839041965E-1,-2.182365206E-2
4.787490000E-1,-1.207669668E-1,1.565445080E-1,-2.534384262E-2
5.004990000E-1,-1.746708765E-1,1.802092678E-1,-1.346819674E-2
5.222670000E-1,-1.345839191E-1,2.448379942E-1,-9.260731072E-3
5.440260000E-1,-7.158110239E-2,2.843444144E-1,-3.364484232E-2
5.657860000E-1,-3.226510271E-2,2.801705805E-1,-1.571371484E-2
5.875450000E-1,-5.108670289E-2,2.429753819E-1,-9.637929015E-3
6.093290000E-1,-1.097677055E-1,1.976295302E-1,-2.022328055E-2
6.310890000E-1,-1.845921579E-1,2.577934507E-1,1.368048150E-2
6.528520000E-1,-1.600924157E-1,2.823172578E-1,-1.405142166E-3
6.746120000E-1,-1.405897679E-1,3.132047908E-1,4.406111397E-3
6.963690000E-1,-6.002132149E-2,3.112538673E-1,-2.305078834E-4
7.181290000E-1,-3.712473277E-2,2.483626410E-1,-6.016752358E-3
7.398750000E-1,-8.766022366E-2,2.425976153E-1,-1.478478528E-2
7.621588750E-1,-1.677648214E-1,2.873117850E-1,-1.486361191E-2
7.839178750E-1,-1.958751280E-1,3.137721900E-1,-7.530446313E-3
8.056818750E-1,-1.601961855E-1,3.537374704E-1,5.920541750E-4
8.274358750E-1,-1.012962869E-1,3.455471293E-1,-1.453615070E-2
8.492078750E-1,-4.168460852E-2,2.636956119E-1,-1.939234324E-2
8.709548750E-1,-1.017151942E-1,2.735377184E-1,1.769553073E-4
8.927228750E-1,-1.449725027E-1,3.021584137E-1,2.209475958E-2
9.144978750E-1,-1.896590809E-1,3.631202050E-1,1.708979309E-2
9.362618750E-1,-1.996797467E-1,3.958830314E-1,1.458890698E-2
9.580208750E-1,-1.350389696E-1,3.489892755E-1,1.449801818E-2
9.797718750E-1,-9.347104954E-2,3.082354615E-1,1.257492834E-2
1.001520875E0,-6.618033992E-2,3.028942310E-1,2.194830339E-3
1.023297875E0,-1.019904336E-1,3.112719571E-1,2.599394108E-2
