"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,2.928998756E1,-1.937775612E0,4.078660965E1
2.177200000E-2,2.927464867E1,-1.891626954E0,4.079978180E1
4.353100000E-2,2.925973701E1,-1.845970869E0,4.081257248E1
6.529000000E-2,2.925402260E1,-1.824190974E0,4.081764603E1
8.704999999E-2,2.923101234E1,-1.760180235E0,4.083693695E1
1.088080000E-1,2.921612167E1,-1.717088103E0,4.084942627E1
1.305670000E-1,2.920141983E1,-1.671162605E0,4.086184311E1
1.523570000E-1,2.918786240E1,-1.624529004E0,4.087340927E1
1.741150000E-1,2.916983795E1,-1.583713293E0,4.088787460E1
1.958580000E-1,2.916393089E1,-1.570390224E0,4.089259720E1
2.176330000E-1,2.915097046E1,-1.529364467E0,4.090339661E1
2.393800000E-1,2.913949394E1,-1.491022110E0,4.091298676E1
2.611510000E-1,2.913031578E1,-1.453367949E0,4.092087936E1
2.829100000E-1,2.911645889E1,-1.414344311E0,4.093209839E1
3.046830000E-1,2.910383987E1,-1.375842571E0,4.094239426E1
3.264280000E-1,2.908962631E1,-1.340590954E0,4.095365906E1
3.481880000E-1,2.907572365E1,-1.305565357E0,4.096465302E1
3.699690000E-1,2.906416512E1,-1.269927502E0,4.097399139E1
3.917360000E-1,2.905430603E1,-1.237444401E0,4.098196793E1
4.134900000E-1,2.904708099E1,-1.200882912E0,4.098818207E1
4.352490000E-1,2.903829575E1,-1.168959141E0,4.099531937E1
4.570140000E-1,2.903799629E1,-1.159248114E0,4.099580765E1
4.787620000E-1,2.902808571E1,-1.129158020E0,4.100366974E1
5.005450000E-1,2.901099205E1,-1.078711271E0,4.101712036E1
5.222910000E-1,2.900025177E1,-1.051446438E0,4.102543259E1
5.440490000E-1,2.900366020E1,-1.043579340E0,4.102321625E1
5.658080000E-1,2.899711037E1,-1.017098188E0,4.102851105E1
5.875670000E-1,2.898714447E1,-9.880204201E-1,4.103626251E1
6.093490000E-1,2.898429871E1,-9.723279476E-1,4.103865433E1
6.311160000E-1,2.897279930E1,-9.395596981E-1,4.104752731E1
6.528750000E-1,2.896477318E1,-9.072563648E-1,4.105392075E1
6.746340000E-1,2.895727921E1,-8.738439083E-1,4.105993271E1
6.963820000E-1,2.894873238E1,-8.394041061E-1,4.106668091E1
7.181520000E-1,2.894761658E1,-8.343715668E-1,4.106755829E1
7.399220000E-1,2.893497658E1,-7.888612747E-1,4.107736588E1
7.616700000E-1,2.892798996E1,-7.603600025E-1,4.108283234E1
7.834290000E-1,2.892054176E1,-7.315890789E-1,4.108859253E1
8.051920000E-1,2.892090607E1,-7.232780457E-1,4.108848572E1
8.269470000E-1,2.891143799E1,-6.881930828E-1,4.109575272E1
8.487060000E-1,2.890422440E1,-6.585669518E-1,4.110130692E1
8.704970000E-1,2.889581871E1,-6.320562363E-1,4.110763931E1
8.922290000E-1,2.888720703E1,-6.052093506E-1,4.111408997E1
9.140140000E-1,2.888910484E1,-6.011297703E-1,4.111282349E1
9.357740000E-1,2.887194633E1,-5.523121357E-1,4.112555695E1
9.575320000E-1,2.886928368E1,-5.235943794E-1,4.112780762E1
9.792870000E-1,2.886373329E1,-4.955141544E-1,4.113204193E1
1.001055000E0,2.886352730E1,-4.813427925E-1,4.113235474E1
1.022809000E0,2.885813522E1,-4.568407536E-1,4.113641357E1
1.044563000E0,2.885284233E1,-4.354293346E-1,4.114036560E1
1.066328000E0,2.884093857E1,-4.038176537E-1,4.114903641E1
1.088086000E0,2.884003258E1,-3.800828457E-1,4.114988708E1
1.109870000E0,2.884042168E1,-3.691136837E-1,4.114972305E1
1.131636000E0,3.020907211E1,-5.017537117E0,4.366893387E1
1.153395000E0,3.020398331E1,-4.996706009E0,4.367485428E1
1.175153000E0,3.020031357E1,-4.978636742E0,4.367943954E1
1.196920000E0,3.019659805E1,-4.958871841E0,4.368425751E1
1.218671000E0,3.019586372E1,-4.935652256E0,4.368740463E1
1.240420000E0,3.019609642E1,-4.912207603E0,4.368987656E1
1.262189000E0,3.020474434E1,-4.916310310E0,4.368343735E1
1.283949000E0,3.019684792E1,-4.873198986E0,4.369372559E1
