"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.034355730E-2,3.747108951E-2,-7.340245880E-3
2.176600000E-2,9.555976093E-2,3.758749738E-2,-7.708338555E-3
4.352500000E-2,9.806998819E-2,3.759741783E-2,-1.004924253E-2
6.528500000E-2,9.684517235E-2,3.636072576E-2,-1.005536970E-2
8.704300000E-2,8.816497028E-2,3.634536266E-2,-6.681425031E-3
1.088060000E-1,9.435901791E-2,3.882042691E-2,-1.018070336E-2
1.305690000E-1,8.937273920E-2,3.385470062E-2,-6.590857636E-3
1.523210000E-1,9.550980479E-2,3.879190981E-2,-7.736907341E-3
1.740800000E-1,9.311788529E-2,3.880690783E-2,-1.142024714E-2
1.958380000E-1,9.429346770E-2,3.632001206E-2,-8.919915184E-3
2.175970000E-1,9.184241295E-2,3.754987195E-2,-1.142692473E-2
2.393560000E-1,8.934044093E-2,3.876195475E-2,-1.272935141E-2
2.611150000E-1,8.929196745E-2,3.997702897E-2,-1.275800820E-2
2.828750000E-1,9.413848817E-2,3.870712966E-2,-1.138791535E-2
3.046260000E-1,9.649104625E-2,3.743470088E-2,-8.881915361E-3
3.263920000E-1,9.145344049E-2,3.986982629E-2,-6.666787434E-3
3.481520000E-1,9.390721470E-2,3.738786280E-2,-7.746844087E-3
3.699100000E-1,9.269835055E-2,3.737864643E-2,-1.260138024E-2
3.916690000E-1,9.134795517E-2,3.856403753E-2,-1.145998109E-2
4.134330000E-1,9.124251455E-2,3.604450077E-2,-1.019952167E-2
4.351870000E-1,9.601648897E-2,3.598712757E-2,-7.653236855E-3
4.569460000E-1,9.234107286E-2,3.597608954E-2,-1.257655397E-2
4.787050000E-1,8.727662265E-2,3.717198595E-2,-1.153876446E-2
5.004880000E-1,9.574189782E-2,3.836048767E-2,-8.917659521E-3
5.222240000E-1,9.315544367E-2,3.829496354E-2,-8.987528272E-3
5.439830000E-1,9.056361765E-2,3.823648766E-2,-9.057537653E-3
5.657420000E-1,9.041812271E-2,3.446168453E-2,-7.769268006E-3
5.875310000E-1,9.031104296E-2,3.564167768E-2,-1.020860672E-2
6.092840000E-1,9.130636603E-2,3.556792811E-2,-7.766541559E-3
6.310490000E-1,8.874536306E-2,3.675568104E-2,-1.147979870E-2
6.528080000E-1,9.223587066E-2,3.915831447E-2,-7.819752209E-3
6.745670000E-1,8.716938645E-2,3.661436960E-2,-9.107396007E-3
6.963260000E-1,8.951362222E-2,3.530247137E-2,-1.262674294E-2
7.180850000E-1,9.304587543E-2,3.522872552E-2,-1.493532024E-2
7.398310000E-1,9.018289298E-2,3.263466060E-2,-6.516233552E-3
7.616080000E-1,9.124391526E-2,3.379537165E-2,-1.494751591E-2
7.833620000E-1,8.596876264E-2,3.490973637E-2,-9.091409855E-3
8.051200000E-1,8.943585306E-2,3.604994714E-2,-9.018744342E-3
