,Time (s),X (µT),Y (µT),Z (µT)
146,3176994875.0,-12.60256481,-22.82309341,37.25553131
147,3198754875.0,-12.58757782,-22.84514427,37.24708176
148,3220526875.0,-12.57321072,-22.86516762,37.2396431
149,3242271875.0,-12.57864571,-22.83978271,37.25338364
150,3264030875.0,-12.57743168,-22.83699799,37.25550079
151,3285790875.0,-12.56820965,-22.84080124,37.25627899
152,3307558875.0,-12.55474186,-22.86454964,37.24624634
153,3329307875.0,-12.53686523,-22.89985847,37.23057556
154,3351066875.0,-12.52468014,-22.91128922,37.22764206
155,3372856875.0,-12.51331997,-22.9201889,37.22599411
156,3394615875.0,-12.52026653,-22.89177513,37.24113083
157,3416353875.0,-12.52613354,-22.86573792,37.25515747
158,3438134875.0,-12.51360893,-22.88210487,37.24931717
159,3459892875.0,-12.50152397,-22.89884758,37.24308014
160,3481652875.0,-12.49004459,-22.90826797,37.24113846
161,3503393875.0,-12.50101948,-22.86402321,37.26464081
162,3525169875.0,-12.48933125,-22.87754059,37.26026154
163,3546929875.0,-12.51222515,-22.80839729,37.29496002
164,3568687875.0,-12.51336384,-22.79286385,37.30407333
165,3590447875.0,-12.4903698,-22.8389492,37.28357697
166,3612188875.0,-12.47532082,-22.86676025,37.2715683
167,3633964875.0,-12.48393536,-22.8288269,37.29193115
168,3655723875.0,-12.50802326,-22.76171112,37.32487869
169,3677482875.0,-12.48053551,-22.81769562,37.29988861
170,3699241875.0,-12.46598339,-22.83514786,37.29406738
171,3721000875.0,-12.44267464,-22.86968231,37.28069687
172,3742756875.0,-12.46439648,-22.80045891,37.31581497
173,3764519875.0,-12.45932865,-22.80499649,37.31473541
174,3786278875.0,-12.44287395,-22.82395363,37.30863953
175,3808044875.0,-12.42296791,-22.85662079,37.2952652
176,3829826875.0,-12.40018559,-22.90412712,37.27370453
177,3851585875.0,-12.38474751,-22.92992973,37.26296997
178,3873345875.0,-12.36799335,-22.95099449,37.25556564
179,3895103875.0,-12.38850212,-22.88383865,37.29004288
180,3916862875.0,-12.38121796,-22.88212204,37.29351425
181,3938622875.0,-12.36469841,-22.89733696,37.28966141
182,3960380875.0,-12.34610462,-22.92260551,37.2802887
183,3982139875.0,-12.34711933,-22.90325165,37.29185104
184,4003891875.0,-12.36915493,-22.83709526,37.32510376
185,4025660875.0,-12.3499012,-22.86847687,37.3122673
186,4047417875.0,-12.33626366,-22.88765144,37.30502319
187,4069175875.0,-12.32020569,-22.90468597,37.29986954
188,4090934875.0,-12.34395313,-22.83819962,37.33277512
189,4112688875.0,-12.34624577,-22.86359215,37.31646729
190,4134465875.0,-12.43134022,-22.84790802,37.29782104
191,4156211875.0,-12.59464645,-22.73326683,37.31307983
192,4177970875.0,-12.6859026,-22.63411331,37.34243393
193,4199737875.0,-12.36138058,-22.75338364,37.37877274
194,4221519875.0,-11.84836102,-22.83906746,37.4924736
195,4243278875.0,-10.77938747,-23.08568764,37.66362
196,4265020875.0,-10.42931271,-22.93157578,37.85584259
197,4286796875.0,-10.08284664,-22.75772285,38.05410004
198,4308538875.0,-8.381551743,-23.14842987,38.23077774
199,4330314875.0,-6.167275906,-23.96069908,38.15156174
200,4352074875.0,-1.161984444,-25.79802895,37.42731476
201,4373833875.0,5.20716095,-27.71443367,35.67195129
202,4395571875.0,12.35254765,-29.16793633,32.62419891
203,4417350875.0,17.17311096,-29.21988106,30.3146019
204,4439109875.0,19.32733727,-29.08119583,29.1278286
205,4460868875.0,25.55252457,-28.66251755,24.35612869
206,4482627875.0,29.45931625,-28.03442001,20.344841
207,4504393875.0,33.00296402,-26.87181473,16.01257706
208,4526145875.0,36.26447296,-25.23446465,10.76114464
209,4547905875.0,38.63811874,-23.57312393,4.369924068
210,4569664875.0,39.43103027,-22.62410164,-1.017979622
211,4591423875.0,39.25009537,-21.55400467,-7.90868187
212,4613182875.0,38.453022,-20.40867615,-13.13558197
