,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75976304,12.03306989,1037.497925,-1.0,-1.0,354.5067167,354.5067167
1,169521927.8,46.75976329,12.03306966,1037.497925,-1.0,-1.0,354.538164,354.538164
2,222645998.0,46.75953946,12.03328471,1037.587891,-1.0,-1.0,165.0,165.0
3,564984917.6,46.75951522,12.033308,1037.671021,-1.0,-1.0,165.0,165.0
4,2031005025.0,46.75950309,12.03331965,1037.748047,-1.0,-1.0,165.0,165.0
