"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,2.635749435E1,2.740650177E-1,4.012876892E1
2.175399999E-2,2.634361458E1,3.084034920E-1,4.013761902E1
4.351800000E-2,2.632725143E1,3.573503494E-1,4.014795685E1
6.528000000E-2,2.631974792E1,3.798534870E-1,4.015266800E1
8.703600000E-2,2.629987526E1,4.383848906E-1,4.016509247E1
1.087950000E-1,2.627469444E1,5.045976639E-1,4.018080139E1
1.305540000E-1,2.626741982E1,5.212510824E-1,4.018533707E1
1.523140000E-1,2.623188782E1,6.086907387E-1,4.020731354E1
1.740730000E-1,2.621602821E1,6.491093636E-1,4.021702576E1
1.958310000E-1,2.622852135E1,6.268289089E-1,4.020922852E1
2.175900000E-1,2.621824646E1,6.537672281E-1,4.021549988E1
2.393490000E-1,2.621515846E1,6.658158302E-1,4.021731949E1
2.611080000E-1,2.618640900E1,7.345094681E-1,4.023484421E1
2.828980000E-1,2.618496895E1,7.390947342E-1,4.023569870E1
3.046340000E-1,2.618583870E1,7.508146763E-1,4.023491287E1
3.264160000E-1,2.618466949E1,7.561116219E-1,4.023557663E1
3.481750000E-1,2.617569351E1,7.836027145E-1,4.024089432E1
3.699250000E-1,2.615534019E1,8.303644657E-1,4.025318909E1
3.916950000E-1,2.615474701E1,8.386681080E-1,4.025340652E1
4.134530000E-1,2.616117287E1,8.423316479E-1,4.024915314E1
4.352110000E-1,2.615876389E1,8.583574295E-1,4.025037003E1
4.569700000E-1,2.615605545E1,8.757822514E-1,4.025176239E1
4.787290000E-1,2.615195656E1,8.920161724E-1,4.025407028E1
5.005200000E-1,2.611858940E1,9.794595242E-1,4.027369308E1
5.222520000E-1,2.611183739E1,1.002203226E0,4.027751160E1
5.440380000E-1,2.610700798E1,1.031696558E0,4.027989578E1
5.657760000E-1,2.610844231E1,1.043941736E0,4.027865601E1
5.875550000E-1,2.609291649E1,1.095227957E0,4.028734589E1
6.093140000E-1,2.608402061E1,1.120154381E0,4.029243088E1
6.310730000E-1,2.608393288E1,1.128149271E0,4.029225540E1
6.528310000E-1,2.604846954E1,1.217425823E0,4.031259537E1
6.745910000E-1,2.602961349E1,1.275843143E0,4.032296753E1
6.963500000E-1,2.603875160E1,1.263998508E0,4.031744766E1
7.181100000E-1,2.604595947E1,1.256705761E0,4.031301498E1
7.398990000E-1,2.604269028E1,1.278610468E0,4.031443787E1
7.616300000E-1,2.601770782E1,1.339829683E0,4.032857513E1
7.834010000E-1,2.602333832E1,1.326782703E0,4.032537079E1
8.051760000E-1,2.603155327E1,1.322348595E0,4.032022476E1
8.269360000E-1,2.603750229E1,1.317475080E0,4.031653214E1
8.486950000E-1,2.604102325E1,1.318786860E0,4.031422043E1
