,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75940892,12.0327685,1052.468262,-1.0,-1.0,794.0606083,794.0606083
1,137961030.0,46.75940892,12.0327685,1052.468262,-1.0,-1.0,794.0709248,794.0709248
2,389494061.5,46.75940865,12.03276914,1052.312012,-1.0,-1.0,165.0,165.0
3,660561084.7,46.75940865,12.03276916,1052.233765,-1.0,-1.0,165.0,165.0
4,2294036031.0,46.75942534,12.03267873,1052.037476,-1.0,-1.0,65.0,65.0
