,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75940852,12.0327695,1053.592285,-1.0,-1.0,303.2868634,303.2868634
1,28712987.9,46.75940852,12.0327695,1053.592285,-1.0,-1.0,303.2868634,303.2868634
2,271062016.5,46.75937342,12.03295774,1053.16626,-1.0,-1.0,65.0,65.0
3,596509933.5,46.7593733,12.03295836,1053.079224,-1.0,-1.0,65.0,65.0
4,2253477931.0,46.75937757,12.03293549,1052.998657,-1.0,-1.0,65.0,65.0
