"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,1.895059204E-1,-1.386117554E-1,-9.913883972E0
2.342800000E-2,1.434017944E-1,-1.237925720E-1,-9.895621948E0
4.302100000E-2,1.505868530E-1,-9.789642334E-2,-9.914931793E0
6.264400000E-2,1.242416382E-1,-9.280700684E-2,-9.901908875E0
8.225600000E-2,1.243913269E-1,-8.756790161E-2,-9.903256073E0
1.018890000E-1,1.603166199E-1,-1.149609375E-1,-9.924362183E0
1.214900000E-1,1.971400452E-1,-1.336720276E-1,-9.898765411E0
1.411180000E-1,1.875599670E-1,-1.375639343E-1,-9.909692688E0
1.607260000E-1,1.862127686E-1,-1.184037781E-1,-9.909842377E0
1.803200000E-1,1.425036621E-1,-8.053253174E-2,-9.903405762E0
1.999430000E-1,1.243913269E-1,-7.424560547E-2,-9.888436890E0
2.195650000E-1,1.242416382E-1,-1.252894592E-1,-9.877060547E0
2.391570000E-1,1.466949463E-1,-1.420545959E-1,-9.897268524E0
2.587800000E-1,1.775308228E-1,-1.475930786E-1,-9.881551208E0
2.784030000E-1,1.905537415E-1,-1.272354126E-1,-9.896969147E0
2.979950000E-1,1.685494995E-1,-1.001417542E-1,-9.894873505E0
3.176180000E-1,1.507365417E-1,-8.846603394E-2,-9.898765411E0
3.372380000E-1,1.179547119E-1,-8.068222046E-2,-9.889185333E0
3.568330000E-1,1.263372803E-1,-1.047821045E-1,-9.886191559E0
3.764550000E-1,1.484912109E-1,-1.323248291E-1,-9.888736267E0
3.960490000E-1,1.603166199E-1,-1.317260742E-1,-9.878407745E0
4.156710000E-1,1.802252197E-1,-1.170565796E-1,-9.886041870E0
4.352690000E-1,1.745370483E-1,-8.397537231E-2,-9.871072998E0
4.548860000E-1,1.670526123E-1,-7.140151978E-2,-9.852960663E0
4.744920000E-1,1.414558411E-1,-7.948471069E-2,-9.852960663E0
4.941020000E-1,1.290316772E-1,-1.369651794E-1,-9.860894165E0
