"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,9.663634002E-2,3.750931844E-2,-1.320399716E-2
2.176000000E-2,9.658253193E-2,3.749653697E-2,-1.079436950E-2
4.351900000E-2,8.963737637E-2,4.138068110E-2,-1.181525551E-2
6.530800000E-2,9.825350344E-2,3.643260151E-2,-1.146186050E-2
8.706700000E-2,9.833420813E-2,3.645177558E-2,-1.507630292E-2
1.088260000E-1,9.580210596E-2,3.396248817E-2,-1.147418469E-2
1.305750000E-1,9.816672653E-2,3.641099855E-2,-7.847492583E-3
1.523440000E-1,1.007465348E-1,3.891064227E-2,-1.385931205E-2
1.741030000E-1,9.446147829E-2,4.135382548E-2,-8.063474670E-3
1.958620000E-1,9.703998268E-2,3.766239434E-2,-1.393439434E-2
2.176220000E-1,9.443349391E-2,4.008956626E-2,-9.240574203E-3
2.393680000E-1,9.940455109E-2,3.886318207E-2,-1.148455404E-2
2.611390000E-1,9.820347279E-2,3.887063637E-2,-1.272372250E-2
2.828980000E-1,9.566218406E-2,3.884821385E-2,-1.158834156E-2
3.046570000E-1,9.444779158E-2,3.637288511E-2,-1.397645939E-2
3.264060000E-1,9.682913125E-2,3.511192650E-2,-1.267536171E-2
3.481760000E-1,8.701185882E-2,3.882050887E-2,-1.665000245E-2
3.699330000E-1,9.908682108E-2,4.121934623E-2,-1.154465973E-2
3.916940000E-1,9.165454656E-2,3.625872731E-2,-1.043375582E-2
4.134530000E-1,9.035138786E-2,3.870537132E-2,-1.052534208E-2
4.352060000E-1,9.537091851E-2,3.872667626E-2,-1.520717982E-2
4.569650000E-1,9.161159396E-2,3.747579083E-2,-1.166757196E-2
4.787310000E-1,9.514461458E-2,3.247341886E-2,-7.838193327E-3
5.004890000E-1,9.504867345E-2,3.738196194E-2,-9.157136083E-3
5.222480000E-1,9.381999075E-2,3.860671446E-2,-1.162989717E-2
5.440080000E-1,9.625971317E-2,3.612837568E-2,-1.029991452E-2
5.657660000E-1,9.611815959E-2,3.732259572E-2,-6.714354735E-3
5.875260000E-1,9.256336838E-2,3.859265521E-2,-1.286971942E-2
6.092840000E-1,9.749687463E-2,3.982969373E-2,-1.396534313E-2
6.310460000E-1,8.988394588E-2,3.604635969E-2,-1.047453191E-2
6.528020000E-1,9.588734061E-2,3.597981483E-2,-1.150949206E-2
6.745920000E-1,9.447482228E-2,3.838325664E-2,-1.039720327E-2
6.963510000E-1,8.959510922E-2,3.715900332E-2,-1.171120629E-2
7.181110000E-1,9.322527051E-2,3.714302555E-2,-9.198513813E-3
7.398640000E-1,9.424152225E-2,3.706025332E-2,-1.157701295E-2
7.616190000E-1,9.167659283E-2,3.701841086E-2,-1.405732334E-2
7.833870000E-1,9.163904190E-2,3.948183358E-2,-1.290896814E-2
8.051460000E-1,9.533363581E-2,3.700882196E-2,-1.274944469E-2
8.268850000E-1,9.507957846E-2,3.814611584E-2,-1.037043519E-2
8.486490000E-1,9.129897505E-2,3.934964165E-2,-1.050282829E-2
8.704230000E-1,9.107558429E-2,3.678704798E-2,-1.285949256E-2
8.921820000E-1,9.334738553E-2,3.672477603E-2,-1.279297192E-2
9.144581667E-1,9.440139681E-2,3.791057318E-2,-9.173461236E-3
9.362171667E-1,8.831527084E-2,3.792868182E-2,-1.175486390E-2
9.579761667E-1,9.086791426E-2,3.424100205E-2,-1.521590818E-2
9.797491667E-1,9.178707749E-2,3.536588326E-2,-1.159824431E-2
1.001494167E0,9.283975512E-2,3.529334813E-2,-1.277128793E-2
1.023267167E0,9.027397633E-2,3.772933036E-2,-1.289769541E-2
1.045012167E0,9.327773005E-2,3.765939549E-2,-1.275983453E-2
1.066771167E0,9.570642561E-2,3.764306754E-2,-1.389661618E-2
1.088526167E0,8.714275807E-2,3.642201051E-2,-1.531368401E-2
1.110284167E0,9.445349127E-2,3.639021516E-2,-1.510832179E-2
1.132064167E0,9.198126942E-2,3.391614184E-2,-1.391575858E-2
1.153808167E0,9.816434234E-2,3.639341146E-2,-1.621007174E-2
1.175566167E0,9.313655645E-2,3.636291251E-2,-1.273349207E-2
1.197325167E0,9.435082972E-2,3.758125752E-2,-1.513782982E-2
1.219092167E0,9.172207862E-2,3.876738995E-2,-1.041626371E-2
1.240854167E0,9.302543849E-2,4.002040997E-2,-1.402458083E-2
1.262634167E0,9.308874607E-2,3.632123396E-2,-1.755471900E-2
1.284392167E0,9.422872961E-2,4.123501107E-2,-1.763403043E-2
1.306151167E0,9.811855108E-2,4.556717351E-2,-1.405761242E-1
1.327898167E0,1.081460789E-1,4.088359326E-2,-4.258735180E-1
1.349669167E0,9.943453223E-2,3.810368478E-2,-5.863698125E-1
1.371428167E0,1.093044579E-1,4.487247765E-2,-6.995573640E-1
1.393188167E0,1.017548591E-1,4.867347702E-2,-2.526437342E-1
1.414946167E0,9.586030990E-2,4.574366659E-2,6.669458747E-2
1.436702167E0,8.926448971E-2,7.036385685E-2,8.162081242E-2
1.458465167E0,8.846221864E-2,3.912853301E-1,1.032310352E-1
