,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75942342,12.03308749,1052.791626,-1.0,-1.0,473.1937263,473.1937263
1,126377940.2,46.75942342,12.03308749,1052.791626,-1.0,-1.0,473.1937264,473.1937264
2,349090933.8,46.75937507,12.03294962,1052.856445,-1.0,-1.0,65.0,65.0
3,659037947.7,46.759375,12.03294943,1052.873535,-1.0,-1.0,65.0,65.0
4,2320582986.0,46.75943145,12.03289927,1052.829224,-1.0,-1.0,65.0,65.0
