,Time (s),X (µT),Y (µT),Z (µT)
251,5462857542.0,31.03694534,-13.42085934,44.70488358
252,5484617542.0,31.03944778,-13.40853119,44.70684052
253,5506375542.0,31.04870796,-13.39547157,44.70432663
254,5528126542.0,31.06731987,-13.40493679,44.68855286
255,5549893542.0,31.05833626,-13.35872364,44.70863342
256,5571652542.0,31.03417206,-13.28726006,44.74669647
257,5593441542.0,31.05455399,-13.30802536,44.72637177
258,5615183542.0,31.07491493,-13.32068348,44.70845795
259,5636950542.0,31.09132957,-13.32781124,44.69492722
260,5658718542.0,31.10424423,-13.33265686,44.68449402
261,5680477542.0,31.11466599,-13.33495522,44.67655182
262,5702237542.0,31.10354996,-13.28705025,44.69856262
263,5723996542.0,31.09123421,-13.22394753,44.72582626
264,5745775542.0,31.1104126,-13.24361801,44.70667267
265,5767514542.0,31.12785912,-13.25809479,44.69023895
266,5789303542.0,31.14208603,-13.26498032,44.67827225
267,5811063542.0,31.1535759,-13.2681303,44.66933441
268,5832821542.0,31.1720047,-13.28839111,44.65044785
269,5854580542.0,31.18352509,-13.28395271,44.64372253
270,5876342542.0,31.20201492,-13.29757404,44.62675095
271,5898098542.0,31.20788002,-13.28775215,44.62556076
272,5919847542.0,31.21312904,-13.27286053,44.62633514
273,5941616542.0,31.21598625,-13.2595644,44.62828445
274,5963375542.0,31.21040916,-13.23081589,44.64071655
275,5985165542.0,31.21581841,-13.21652412,44.64115906
276,6006913542.0,31.19320107,-13.136549,44.6805687
277,6028666542.0,31.20050812,-13.13032341,44.67729568
278,6050442542.0,31.1892128,-13.07972527,44.70001984
279,6072201542.0,31.19999504,-13.07457829,44.69399261
280,6093960542.0,31.20726395,-13.06487942,44.69176483
281,6115719542.0,31.21848106,-13.05590248,44.68654251
282,6137500542.0,31.22637939,-13.04394722,44.68451309
283,6159268542.0,31.1933403,-12.94583702,44.73610306
284,6181027542.0,31.19193649,-12.92701149,44.74251175
285,6202786542.0,31.20608521,-12.93536949,44.73023987
286,6224537542.0,31.22063446,-12.93934631,44.71893311
287,6246304542.0,31.22327423,-12.91937828,44.72286987
288,6268063542.0,31.19006538,-12.82231712,44.77394104
289,6289822542.0,31.20752525,-12.83743382,44.75743484
290,6311581542.0,31.2238636,-12.84916973,44.74266815
291,6333340542.0,31.24692726,-12.88369751,44.71662521
292,6355130542.0,31.26300049,-12.88409901,44.7052803
293,6376889542.0,31.27494812,-12.8835125,44.69709778
294,6398649542.0,31.26543999,-12.83568192,44.71751022
295,6420416542.0,31.25212479,-12.77466202,44.74427032
296,6442166542.0,31.25861549,-12.77972317,44.73829269
297,6463925542.0,31.17049026,-13.0016489,44.73583221
