,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
4,1064553976.0,46.75937031,12.03294807,1055.180542,-1.0,-1.0,65.0,65.0
5,2612815022.0,46.75937838,12.03293558,1054.424316,-1.0,-1.0,65.0,65.0
6,2944928288.0,46.75937489,12.03255963,1050.662075,0.1700000018,-1.0,50.0,50.0
7,3944926500.0,46.75937489,12.03255963,1058.685513,0.0,0.0,50.0,50.0
