"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,-1.527495098E1,-2.212185669E1,3.426149750E1
2.173500000E-2,-1.524842834E1,-2.211817932E1,3.427568436E1
4.351300000E-2,-1.522991371E1,-2.211176491E1,3.428805161E1
6.527200000E-2,-1.522133255E1,-2.211236382E1,3.429147339E1
8.702100000E-2,-1.522658062E1,-2.212638664E1,3.428010178E1
1.087900000E-1,-1.524786472E1,-2.206025505E1,3.431324005E1
1.305500000E-1,-1.526897621E1,-2.199688721E1,3.434452438E1
1.523090000E-1,-1.525771904E1,-2.199031067E1,3.435374069E1
1.740690000E-1,-1.524005699E1,-2.198026085E1,3.436800385E1
1.958440000E-1,-1.524578857E1,-2.194624710E1,3.438719940E1
2.175860000E-1,-1.526197052E1,-2.189780617E1,3.441088486E1
2.393460000E-1,-1.526133060E1,-2.193444061E1,3.438783264E1
2.611040000E-1,-1.528227997E1,-2.186974525E1,3.441971970E1
2.828640000E-1,-1.530464745E1,-2.180491447E1,3.445090485E1
3.046520000E-1,-1.529322624E1,-2.180178833E1,3.445794678E1
3.264110000E-1,-1.527859974E1,-2.182277298E1,3.445115280E1
3.481710000E-1,-1.528062248E1,-2.181168747E1,3.445727921E1
3.699290000E-1,-1.530033684E1,-2.174967003E1,3.448771667E1
3.916620000E-1,-1.531103230E1,-2.172590637E1,3.449794388E1
4.134300000E-1,-1.529274178E1,-2.175003052E1,3.449085999E1
4.352080000E-1,-1.527110958E1,-2.176933289E1,3.448826599E1
4.569660000E-1,-1.524991608E1,-2.179925346E1,3.447873688E1
4.787250000E-1,-1.523356056E1,-2.183533669E1,3.446313858E1
5.004850000E-1,-1.525485420E1,-2.177084541E1,3.449450684E1
5.222430000E-1,-1.527631950E1,-2.170689964E1,3.452529144E1
5.440020000E-1,-1.527554226E1,-2.170715141E1,3.452547836E1
5.657610000E-1,-1.526422119E1,-2.172214890E1,3.452104950E1
5.875130000E-1,-1.524408817E1,-2.177494812E1,3.449666977E1
6.092790000E-1,-1.522422123E1,-2.180816269E1,3.448446655E1
6.310320000E-1,-1.521447754E1,-2.183376503E1,3.447255707E1
6.527970000E-1,-1.521073532E1,-2.184236526E1,3.446876907E1
6.745560000E-1,-1.521379280E1,-2.182313919E1,3.447959137E1
6.963150000E-1,-1.523756886E1,-2.175718498E1,3.451076126E1
7.181050000E-1,-1.523533440E1,-2.175123215E1,3.451549911E1
7.398630000E-1,-1.523872471E1,-2.173268700E1,3.452568436E1
7.616250000E-1,-1.525839424E1,-2.166845322E1,3.455735016E1
7.833690000E-1,-1.526112080E1,-2.163554001E1,3.457676315E1
8.051410000E-1,-1.525378036E1,-2.164746857E1,3.457253265E1
8.269010000E-1,-1.524473000E1,-2.165635681E1,3.457096100E1
8.486600000E-1,-1.524876213E1,-2.163900375E1,3.458005142E1
8.704180000E-1,-1.527055073E1,-2.157427025E1,3.461087036E1
8.921760000E-1,-1.525759888E1,-2.159040642E1,3.460652161E1
9.139360000E-1,-1.522744846E1,-2.163133812E1,3.459423828E1
9.356950000E-1,-1.521421623E1,-2.163634491E1,3.459692383E1
9.574540000E-1,-1.523548222E1,-2.157354164E1,3.462677765E1
9.792040000E-1,-1.524194527E1,-2.156489182E1,3.462931442E1
1.000972000E0,-1.523405170E1,-2.158317184E1,3.462140274E1
1.022747000E0,-1.519161701E1,-2.167573166E1,3.458219528E1
1.044490000E0,-1.516871834E1,-2.169538689E1,3.457992172E1
1.066249000E0,-1.515311813E1,-2.170395851E1,3.458138657E1
1.088023000E0,-1.515114689E1,-2.169193840E1,3.458978653E1
1.109799000E0,-1.514671230E1,-2.171225548E1,3.457897949E1
1.131557000E0,-1.513826942E1,-2.173623085E1,3.456761932E1
1.153316000E0,-1.515833759E1,-2.167286110E1,3.459859467E1
1.175075000E0,-1.518138123E1,-2.160989952E1,3.462786484E1
1.196811000E0,-1.516309452E1,-2.162917519E1,3.462384033E1
1.218593000E0,-1.515997505E1,-2.163071823E1,3.462423706E1
1.240352000E0,-1.516318321E1,-2.161590958E1,3.463208771E1
1.262106000E0,-1.518501759E1,-2.155190659E1,3.466239548E1
1.283865000E0,-1.521340942E1,-2.147424126E1,3.469812775E1
1.305624000E0,-1.523425007E1,-2.141183281E1,3.472753525E1
1.327388000E0,-1.525533867E1,-2.134792519E1,3.475761414E1
1.349148000E0,-1.518543911E1,-2.150336075E1,3.469234848E1
1.370906000E0,-1.514882851E1,-2.160902596E1,3.464266205E1
1.392676000E0,-1.516992283E1,-2.154626656E1,3.467251205E1
1.414424000E0,-1.519054127E1,-2.148147583E1,3.470367050E1
1.436183000E0,-1.516481304E1,-2.151956558E1,3.469132233E1
1.457942000E0,-1.511373806E1,-2.159517288E1,3.466662216E1
1.479709000E0,-1.506115150E1,-2.169004631E1,3.463026047E1
1.501488000E0,-1.503377533E1,-2.174904633E1,3.460513687E1
1.523251000E0,-1.505550957E1,-2.168658447E1,3.463487625E1
1.545009000E0,-1.502246475E1,-2.176624489E1,3.459923935E1
1.566769000E0,-1.500112724E1,-2.179110718E1,3.459284592E1
1.588527000E0,-1.502170372E1,-2.172637367E1,3.462461853E1
1.610286000E0,-1.504256439E1,-2.166304398E1,3.465523148E1
1.632056000E0,-1.502833176E1,-2.169401360E1,3.464202881E1
1.653804000E0,-1.500118351E1,-2.175927734E1,3.461284637E1
1.675559000E0,-1.497742748E1,-2.182107162E1,3.458422470E1
1.697322000E0,-1.499322414E1,-2.177470970E1,3.460659027E1
1.719082000E0,-1.496588612E1,-2.180661011E1,3.459833527E1
1.740841000E0,-1.496569920E1,-2.178757095E1,3.461041260E1
1.762599000E0,-1.499200630E1,-2.170941162E1,3.464812088E1
1.784366000E0,-1.498641205E1,-2.171716118E1,3.464569092E1
1.806117000E0,-1.500613785E1,-2.165412521E1,3.467658615E1
1.827876000E0,-1.502162933E1,-2.160582733E1,3.470000076E1
1.849666000E0,-1.500465870E1,-2.162147903E1,3.469759369E1
1.871399000E0,-1.495949078E1,-2.171014214E1,3.466171265E1
1.893161000E0,-1.492899704E1,-2.176910019E1,3.463787079E1
1.914943000E0,-1.494928265E1,-2.170534134E1,3.466912460E1
1.936702000E0,-1.491531754E1,-2.177166939E1,3.464215469E1
1.958461000E0,-1.488567829E1,-2.183169937E1,3.461711884E1
1.980204000E0,-1.486860180E1,-2.185956764E1,3.460686111E1
