"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675978064E1,1.203305299E1,1.038166138E3,-1.000000000E0,-1.000000000E0,9.623558905E2,9.623558905E2
7.957088947E-2,4.675978070E1,1.203305293E1,1.038166138E3,-1.000000000E0,-1.000000000E0,9.623598065E2,9.623598065E2
8.020238876E-1,4.675978128E1,1.203305237E1,1.038166138E3,-1.000000000E0,-1.000000000E0,9.626824185E2,9.626824185E2
8.205629587E-1,4.675978130E1,1.203305236E1,1.038166138E3,-1.000000000E0,-1.000000000E0,9.626826327E2,9.626826327E2
