"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,1.660750151E0,5.263153315E-1,5.409631133E-1
2.175900000E-2,1.737816334E0,3.916819096E-1,3.157423735E-1
4.354800000E-2,1.371339560E0,4.592105150E-1,2.051167637E-1
6.530700000E-2,8.638310432E-1,7.235221863E-1,2.596542835E-1
8.706600000E-2,5.315358043E-1,8.068150878E-1,4.304888546E-1
1.088170000E-1,1.509031057E0,8.414512128E-2,-1.019417644E-1
1.305810000E-1,1.847737789E0,1.813924462E-1,-3.237138689E-1
1.523430000E-1,1.942624927E0,2.495731115E-1,3.090289831E-1
1.741020000E-1,1.727825999E0,5.920391083E-1,7.195445299E-1
1.958630000E-1,1.215818644E0,7.478981018E-1,5.039973259E-1
2.176210000E-1,7.113122344E-1,3.931132257E-1,-4.688978568E-2
2.393800000E-1,5.672427416E-1,-5.058131218E-1,-7.187720537E-1
2.611390000E-1,4.894752800E-1,-9.429912567E-1,-1.158216238E0
2.828980000E-1,4.568256140E-1,-1.173649549E0,-9.670439363E-1
3.046570000E-1,4.535850585E-1,-1.227575302E0,-8.104090691E-1
3.264230000E-1,4.718401432E-1,-1.240642667E0,-9.096515775E-1
3.482050000E-1,5.358774066E-1,-1.172958255E0,-8.756485581E-1
3.699550000E-1,6.929889917E-1,-1.005577683E0,-7.942991257E-1
3.917230000E-1,8.053694963E-1,-8.117377758E-1,-8.064138889E-1
4.134830000E-1,8.323158622E-1,-7.345493436E-1,-9.291632771E-1
4.352410000E-1,6.981502175E-1,-8.411768675E-1,-1.060675025E0
4.570010000E-1,4.343390167E-1,-6.100276709E-1,-1.072100997E0
4.787590000E-1,3.360163867E-1,-3.592475057E-1,-8.503170013E-1
5.005190000E-1,4.952776730E-1,-1.532626301E-1,-5.986155272E-1
5.222730000E-1,4.821248949E-1,5.181009322E-2,-3.842597604E-1
5.440370000E-1,3.515027463E-1,1.853856146E-1,-1.763841212E-1
5.657960000E-1,3.598863184E-1,8.861313760E-2,-9.077522904E-2
5.875550000E-1,3.228081167E-1,9.541951865E-2,2.737003192E-2
6.093440000E-1,3.567703664E-1,2.044304162E-1,1.885725111E-1
6.311060000E-1,4.177961051E-1,3.236111403E-1,2.912346423E-1
6.528620000E-1,3.274286091E-1,3.544208407E-1,3.145269156E-1
6.746210000E-1,1.776473075E-1,2.683191299E-1,2.725184560E-1
6.963800000E-1,-3.993695602E-2,1.809772849E-1,2.406968921E-1
7.181390000E-1,-2.039959282E-1,2.109048218E-1,2.077051103E-1
7.399100000E-1,-2.609265149E-1,3.038538098E-1,1.509613544E-1
7.616570000E-1,-3.691819608E-1,3.511690199E-1,9.140959382E-2
7.834160000E-1,-4.617273808E-1,2.849749625E-1,1.318054646E-2
8.051750000E-1,-4.842958748E-1,1.729774624E-1,-5.240726843E-2
8.269520000E-1,-5.038701296E-1,3.361704573E-2,-8.112655580E-2
8.487020000E-1,-4.496402144E-1,-1.574037671E-1,-1.572354287E-1
8.704830000E-1,-2.872727215E-1,-2.746233344E-1,-1.946313083E-1
8.922420000E-1,-8.260331303E-2,-3.784430325E-1,-2.034245431E-1
9.140010000E-1,6.198262423E-2,-3.551567793E-1,-1.902685612E-1
9.357600000E-1,1.495299339E-1,-1.752512902E-1,-1.328462809E-1
9.575190000E-1,2.102036178E-1,5.292210355E-2,-9.294336289E-2
9.792910000E-1,1.609777212E-1,7.148177922E-2,-9.353620559E-2
1.001037000E0,2.176306210E-2,5.171567202E-2,-7.287035882E-2
1.022796000E0,-1.448601931E-1,1.281713396E-1,4.083072022E-2
1.044555000E0,-2.131164819E-1,3.620538712E-1,1.854872406E-1
1.066315000E0,-2.362765372E-1,7.395049930E-1,2.606362998E-1
1.088073000E0,-1.631355882E-1,1.347575188E0,3.754233420E-1
1.109832000E0,2.389422734E-4,2.295720339E0,6.127746105E-1
1.131595000E0,3.697575256E-2,3.112546444E0,7.169753313E-1
1.153381000E0,-9.901537001E-2,3.956167221E0,6.819361448E-1
1.175140000E0,-6.588736773E-1,4.502479553E0,6.538615823E-1
1.196900000E0,-6.029074192E-1,4.344597816E0,3.829749227E-1
1.218659000E0,7.664652914E-2,3.831924200E0,1.062485129E-1
1.240415000E0,2.312269211E-1,3.740506411E0,-1.380786747E-1
1.262177000E0,-3.133559227E-1,4.330201149E0,-1.992589533E-1
1.283935000E0,-5.864365101E-1,4.651503086E0,1.965207420E-2
1.305694000E0,-2.845175266E-1,4.530999660E0,1.164177582E-1
1.327453000E0,7.386746258E-2,4.573910236E0,1.254613101E-1
1.349212000E0,3.253222704E-1,5.216271877E0,5.012083054E-1
1.370971000E0,6.315529943E-1,5.627305508E0,9.500449300E-1
1.392761000E0,7.884044647E-1,4.948431015E0,1.115722775E0
1.414520000E0,7.675793171E-1,3.756238699E0,5.455666780E-1
1.436261000E0,9.813635349E-1,3.082106590E0,-1.877208948E-1
1.458039000E0,1.447359085E0,2.979077101E0,3.158450425E-1
1.479777000E0,1.546969056E0,2.806447506E0,9.541956782E-1
1.501556000E0,1.207147717E0,2.450445414E0,8.418917656E-1
1.523834250E0,8.402807117E-1,2.236326456E0,7.545354962E-1
1.545605250E0,8.198478818E-1,2.243573904E0,7.875512838E-1
1.567364250E0,9.233075976E-1,2.165678740E0,7.934203148E-1
1.589123250E0,1.164003730E0,2.012643337E0,2.828875780E-1
1.610901250E0,1.119815469E0,1.745900631E0,6.350938231E-2
1.632654250E0,8.875795007E-1,1.213841081E0,-1.514876783E-1
1.654431250E0,5.556324720E-1,8.538869023E-1,-4.503217638E-1
1.676191250E0,2.569735646E-1,7.497242093E-1,-9.467662126E-2
1.697949250E0,1.820257455E-1,8.346190453E-1,4.365044236E-1
1.719681250E0,2.655672133E-1,9.081401825E-1,5.311909914E-1
1.741467250E0,2.927996516E-1,9.452534914E-1,5.142325163E-1
1.763226250E0,5.785705447E-1,9.210770726E-1,3.781209588E-1
