"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675940650E1,1.203276421E1,1.055645996E3,-1.000000000E0,-1.000000000E0,4.403685673E2,4.403685673E2
9.802103043E-2,4.675940750E1,1.203303356E1,1.054235718E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
5.779459476E-1,4.675940741E1,1.203303380E1,1.053731201E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
1.916427970E0,4.675940791E1,1.203301932E1,1.053440552E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
4.188516021E0,4.675945017E1,1.203296548E1,1.053255249E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
