,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
48,1044616000.0,0.08699904382,0.03438288346,-0.0136517901
49,1066375000.0,0.09057267755,0.03557940573,-0.0111678848
50,1088134000.0,0.09058333188,0.03310958669,-0.0111114243
51,1109886000.0,0.08938968182,0.03682329878,-0.01484525762
52,1131649000.0,0.08689589798,0.03310792148,-0.01241965033
53,1153411000.0,0.08817234635,0.03435454518,-0.01482315361
54,1175171000.0,0.08314217627,0.03926517442,-0.01386943739
55,1196954000.0,0.09285902977,0.03674894571,-0.01112917252
56,1218713000.0,0.08792801946,0.03426999226,-0.01121047325
57,1240472000.0,0.09166576713,0.03427958116,-0.01351703703
58,1262237000.0,0.08666007966,0.03549289703,-0.01127345581
59,1283996000.0,0.09396188706,0.03546379879,-0.01106794924
60,1305756000.0,0.0878963843,0.03547836095,-0.01726441458
61,1327529000.0,0.08770142496,0.03665791824,-0.01126923505
62,1349273000.0,0.0912977457,0.03785856813,-0.009990285151
63,1371032000.0,0.08259923011,0.03659460694,-0.007793565281
64,1392791000.0,0.08388322592,0.03660038114,-0.01257891394
65,1414582000.0,0.08633001149,0.03288486972,-0.01242571697
66,1436340000.0,0.08385191858,0.03782215342,-0.01381246466
67,1458099000.0,0.0886689648,0.03407867625,-0.01118129957
68,1479858000.0,0.08370856196,0.03283524886,-0.008880862035
69,1501617000.0,0.09122187644,0.03657192737,-0.01598830707
70,1523389000.0,0.09001201391,0.03532702103,-0.01960977353
71,1545136000.0,0.0836456269,0.03650997579,-0.01137639396
72,1566895000.0,0.08608084917,0.0340247862,-0.01125159021
73,1588684000.0,0.08741110563,0.0352841951,-0.01606472023
74,1610441000.0,0.08738419414,0.03527780622,-0.01485990826
75,1632183000.0,0.08968942612,0.03768905625,-0.01364421379
76,1653961000.0,0.09210373461,0.03148415685,-0.01343506668
77,1675720000.0,0.08472774178,0.03889912739,-0.01622058079
78,1697480000.0,0.08833632618,0.03764184937,-0.01247484609
79,1719239000.0,0.08705572039,0.0339115262,-0.01242515352
80,1741007000.0,0.09067859501,0.03388818726,-0.01111761015
81,1762786000.0,0.08331602067,0.03634658828,-0.01620071381
82,1784545000.0,0.08691744506,0.03631143644,-0.01489352621
83,1806304000.0,0.0855640471,0.03379724175,-0.0112577118
84,1828064000.0,0.08680267632,0.031326361,-0.01116689853
85,1849836000.0,0.09171488881,0.03750303015,-0.01237544045
86,1871583000.0,0.08555500954,0.03254804015,-0.01363964379
87,1893341000.0,0.0904212445,0.0349939689,-0.01476405747
88,1915107000.0,0.08786520362,0.03867378831,-0.01250821818
89,1936859000.0,0.08782947809,0.03865377977,-0.01371358987
90,1958648000.0,0.08786039054,0.03617655858,-0.01727218926
91,1980383000.0,0.08655703068,0.03492354229,-0.01366387215
92,2002166000.0,0.08404195309,0.03614779562,-0.01135118399
93,2023926000.0,0.08770666271,0.03414772823,-0.01497545
94,2045684000.0,0.08884504437,0.03411735967,-0.0125318924
95,2067443000.0,0.08752422035,0.0390378125,-0.01026968192
96,2089202000.0,0.08507357538,0.03780503571,-0.01031016279
97,2110966000.0,0.08997991681,0.03285475448,-0.008855010383
98,2132745000.0,0.0863103345,0.03656581789,-0.01145262178
99,2154510000.0,0.09247104079,0.03408733755,-0.01363422815
100,2176270000.0,0.08376793563,0.03530171141,-0.01028868929
101,2198028000.0,0.09002077579,0.03408704326,-0.01490794308
102,2219787000.0,0.08991640806,0.03528768569,-0.01252717432
103,2241549000.0,0.08495689183,0.03650866076,-0.01269321144
104,2263305000.0,0.09230810404,0.0377289243,-0.01372028887
105,2285064000.0,0.08730620891,0.03770623356,-0.01144828647
106,2306854000.0,0.08733209968,0.03400074318,-0.01256857347
107,2328613000.0,0.08729986846,0.03522925824,-0.01139198896
108,2350372000.0,0.08488145471,0.03276796639,-0.01260905247
109,2372131000.0,0.08856806904,0.03523090482,-0.01497240644
110,2393890000.0,0.08480083197,0.03273431584,-0.01260980498
111,2415658000.0,0.08482240885,0.0339756161,-0.01384284999
112,2437408000.0,0.08726358414,0.03891151026,-0.01509200968
113,2459168000.0,0.08354366571,0.03643146157,-0.01393384766
114,2480926000.0,0.08973710984,0.03025798686,-0.0148257399
115,2502716000.0,0.08724919707,0.03766956553,-0.01506382693
116,2524475000.0,0.08963142335,0.03269165382,-0.0136782052
117,2546234000.0,0.08471589535,0.03516373038,-0.01507709548
118,2567993000.0,0.08835137635,0.03391284123,-0.01253617369
119,2589752000.0,0.0846458599,0.03267473727,-0.01140619442
120,2611524000.0,0.08712491393,0.03390965611,-0.01377559826
121,2633270000.0,0.08461651206,0.03512534127,-0.01387316268
122,2655029000.0,0.08704504371,0.03634936363,-0.01383280754
123,2676818000.0,0.0919354111,0.03510380164,-0.01246234402
124,2698577000.0,0.08712573349,0.03636853769,-0.01744724996
125,2720322000.0,0.08818278462,0.03384718299,-0.01133265253
126,2742087000.0,0.08573137969,0.03507974371,-0.01383948606
127,2763849000.0,0.08574607223,0.03507705778,-0.01624938473
128,2785614000.0,0.08692558855,0.03382830322,-0.01377717219
129,2807367000.0,0.08929755539,0.03750712797,-0.0125887841
130,2829132000.0,0.08546075225,0.03747083619,-0.006667940877
131,2850921000.0,0.08805705607,0.03378836066,-0.0137435589
132,2872680000.0,0.09044452757,0.0350002721,-0.0124985557
133,2894439000.0,0.08928345889,0.03624755144,-0.01738070138
134,2916698167.0,0.09099135548,0.02865061909,0.01779699326
135,2938451167.0,0.01379227918,-0.1412900984,0.868119359
136,2960210167.0,0.1776304692,-1.170327425,1.401170492
