,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
4,2194427013.0,46.75939685,12.03277242,1052.44104,-1.0,-1.0,165.0,165.0
5,4466746926.0,46.75951198,12.03273926,1052.226929,-1.0,-1.0,65.0,65.0
