,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75940859,12.03276943,1052.534668,-1.0,-1.0,436.8886012,436.8886012
1,46918988.23,46.75940859,12.03276943,1052.534668,-1.0,-1.0,436.8906604,436.8906604
2,191817998.9,46.75940863,12.0327692,1052.467529,-1.0,-1.0,165.0,165.0
3,640650987.6,46.75940864,12.03276919,1052.414673,-1.0,-1.0,165.0,165.0
4,2295141935.0,46.75940864,12.03276918,1052.371826,-1.0,-1.0,165.0,165.0
