"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,-1.517727184E1,-1.690073776E1,4.063150024E1
2.176700000E-2,-1.520787144E1,-1.681979561E1,4.065364075E1
4.352600000E-2,-1.523917961E1,-1.674520874E1,4.067270660E1
6.528500000E-2,-1.526671505E1,-1.666180229E1,4.069662476E1
8.704500000E-2,-1.527265072E1,-1.660358238E1,4.071818542E1
1.088140000E-1,-1.527182007E1,-1.653754044E1,4.074536514E1
1.305620000E-1,-1.511231327E1,-1.654129028E1,4.080327225E1
1.523220000E-1,-1.513484097E1,-1.648498726E1,4.081770706E1
1.740800000E-1,-1.516136169E1,-1.640200233E1,4.084128571E1
1.958390000E-1,-1.522757530E1,-1.632889938E1,4.084594727E1
2.176140000E-1,-1.529251862E1,-1.637524223E1,4.080311203E1
2.393620000E-1,-1.531504536E1,-1.629826546E1,4.082548141E1
2.611180000E-1,-1.527237701E1,-1.627412796E1,4.085108566E1
2.828760000E-1,-1.530490875E1,-1.619191742E1,4.087157059E1
3.046490000E-1,-1.528828907E1,-1.616776657E1,4.088734818E1
3.263940000E-1,-1.531523132E1,-1.608925438E1,4.090823364E1
3.481530000E-1,-1.538045883E1,-1.616647530E1,4.085327530E1
3.699120000E-1,-1.541174984E1,-1.608214188E1,4.087476730E1
3.916710000E-1,-1.542736053E1,-1.602100182E1,4.089287949E1
4.134500000E-1,-1.546142578E1,-1.592741013E1,4.091656876E1
4.351900000E-1,-1.541105270E1,-1.599619484E1,4.090873337E1
4.569790000E-1,-1.543883038E1,-1.591653252E1,4.092932892E1
4.787210000E-1,-1.549027252E1,-1.587575340E1,4.092572784E1
5.004740000E-1,-1.551557827E1,-1.579900551E1,4.094583511E1
5.222550000E-1,-1.555914688E1,-1.582081985E1,4.092087173E1
5.440140000E-1,-1.559150696E1,-1.573908138E1,4.094007492E1
5.657740000E-1,-1.554438972E1,-1.574055862E1,4.095742035E1
5.875110000E-1,-1.557911873E1,-1.564560318E1,4.098060608E1
6.092740000E-1,-1.557321072E1,-1.570984745E1,4.095825958E1
6.310510000E-1,-1.560272980E1,-1.562997437E1,4.097758484E1
6.528100000E-1,-1.564991665E1,-1.560551643E1,4.096890640E1
6.745690000E-1,-1.567776012E1,-1.552661133E1,4.098823929E1
