,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
0,0.0,46.75949097,12.0333313,1038.891479,-1.0,-1.0,236.0243458,236.0243458
1,55725932.12,46.75949097,12.0333313,1038.908813,-1.0,-1.0,165.0,165.0
2,535133957.9,46.75949097,12.0333313,1038.925537,-1.0,-1.0,165.0,165.0
3,2040908933.0,46.75949097,12.0333313,1038.941528,-1.0,-1.0,165.0,165.0
