"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,1.586700439E-2,-3.144960022E-1,-9.909992065E0
1.962400000E-2,2.155517578E-2,-2.221380615E-1,-9.905800781E0
3.921600000E-2,1.139131165E-1,5.837860107E-2,-9.905950470E0
5.884400000E-2,2.372566223E-1,1.290316772E-1,-9.976902924E0
7.846200000E-2,2.875520325E-1,-4.445755005E-2,-9.888885956E0
9.808500000E-2,2.387535095E-1,-2.107617188E-1,-9.932445374E0
1.177070000E-1,1.618135071E-1,-1.930984497E-1,-9.917626190E0
1.373300000E-1,8.666976929E-2,-1.028361511E-1,-9.916278992E0
1.569290000E-1,6.152206421E-2,-1.148112488E-1,-9.912686462E0
1.765460000E-1,8.532257080E-2,-1.916015625E-1,-9.918224945E0
1.961680000E-1,1.604663086E-1,-1.737886047E-1,-9.931696930E0
2.157910000E-1,2.763253784E-1,-5.239105225E-3,-9.908495178E0
2.354140000E-1,2.658471680E-1,5.358856201E-2,-9.921069031E0
2.550090000E-1,1.697470093E-1,-1.420545959E-1,-9.904603271E0
2.746290000E-1,1.010398865E-1,-3.435356140E-1,-9.914782104E0
2.942520000E-1,7.095245361E-2,-3.257226562E-1,-9.906998291E0
3.138740000E-1,1.002914429E-1,-7.993377686E-2,-9.920320587E0
3.334960000E-1,1.547781372E-1,1.257385254E-1,-9.881401520E0
3.531040000E-1,1.649569702E-1,-2.709365845E-2,-9.915979614E0
3.727430000E-1,1.859133911E-1,-2.817141724E-1,-9.881102142E0
3.923650000E-1,1.916015625E-1,-3.424877930E-1,-9.895172882E0
4.119570000E-1,1.836680603E-1,-1.348695374E-1,-9.873018951E0
4.315930000E-1,1.968406677E-1,9.909393311E-2,-9.914482727E0
4.512080000E-1,1.456471252E-1,2.454895020E-2,-9.896969147E0
4.708270000E-1,9.834548950E-2,-2.052232361E-1,-9.861642609E0
4.904490000E-1,1.092727661E-1,-2.356100464E-1,-9.858499146E0
5.100720000E-1,1.764830017E-1,-1.239422607E-1,-9.868827667E0
5.296950000E-1,2.013313293E-1,-6.122268677E-2,-9.881700897E0
5.492870000E-1,2.047741699E-1,-1.529818726E-1,-9.864187317E0
5.689100000E-1,1.719923401E-1,-2.377056885E-1,-9.860145721E0
5.885330000E-1,1.598675537E-1,-1.646575928E-1,-9.853559418E0
6.081560000E-1,1.499880981E-1,4.385879517E-2,-9.879904633E0
6.277780000E-1,1.365161133E-1,5.807922363E-2,-9.780062256E0
6.473830000E-1,1.227447510E-1,-1.492396545E-1,-9.944420471E0
6.670240000E-1,1.345701599E-1,-2.903961182E-1,-9.813442841E0
6.866160000E-1,1.868115234E-1,-2.273771667E-1,-9.848320312E0
7.062380000E-1,2.272274780E-1,-3.158432007E-2,-9.824669495E0
