"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.000000000E0,-1.424599361E1,-2.435837746E1,3.676659393E1
2.175800000E-2,-1.426763725E1,-2.429177856E1,3.680224991E1
4.351700000E-2,-1.425650501E1,-2.431327629E1,3.679236221E1
6.530600000E-2,-1.425812626E1,-2.429668045E1,3.680270004E1
8.706500000E-2,-1.425213814E1,-2.430421448E1,3.680004501E1
1.088240000E-1,-1.425432587E1,-2.429317856E1,3.680648422E1
1.305830000E-1,-1.425442028E1,-2.428243065E1,3.681353378E1
1.523420000E-1,-1.426647758E1,-2.423770905E1,3.683833694E1
1.740870000E-1,-1.427871513E1,-2.418699646E1,3.686690903E1
1.958600000E-1,-1.427415085E1,-2.418778610E1,3.686816025E1
2.176190000E-1,-1.427674580E1,-2.416585541E1,3.688153458E1
2.393780000E-1,-1.427081299E1,-2.415831184E1,3.688877106E1
2.611680000E-1,-1.428186131E1,-2.412406731E1,3.690690231E1
2.829210000E-1,-1.429882431E1,-2.407608604E1,3.693165970E1
3.046870000E-1,-1.429844666E1,-2.407710838E1,3.693113327E1
3.264450000E-1,-1.429496098E1,-2.407694435E1,3.693259430E1
3.482040000E-1,-1.429399490E1,-2.405913544E1,3.694456863E1
3.699660000E-1,-1.431545353E1,-2.399297905E1,3.697927094E1
3.917120000E-1,-1.430578423E1,-2.400071907E1,3.697798920E1
4.134950000E-1,-1.428762531E1,-2.402229118E1,3.697099686E1
4.352400000E-1,-1.428123856E1,-2.402339554E1,3.697275162E1
4.570000000E-1,-1.427691078E1,-2.402028656E1,3.697644424E1
4.787610000E-1,-1.427268410E1,-2.401548958E1,3.698118973E1
5.005460000E-1,-1.428080940E1,-2.397842026E1,3.700210190E1
5.223070000E-1,-1.430163002E1,-2.391183281E1,3.703712463E1
5.440660000E-1,-1.429396820E1,-2.392111015E1,3.703409958E1
5.658260000E-1,-1.428553009E1,-2.393133926E1,3.703075027E1
5.875790000E-1,-1.427358055E1,-2.394932175E1,3.702371979E1
6.093440000E-1,-1.428877163E1,-2.390244293E1,3.704815292E1
6.311150000E-1,-1.428850651E1,-2.389348412E1,3.705403519E1
6.528620000E-1,-1.427955914E1,-2.388833427E1,3.706080627E1
6.746370000E-1,-1.426743698E1,-2.389437294E1,3.706158066E1
6.964110000E-1,-1.427557278E1,-2.386172676E1,3.707947540E1
7.181690000E-1,-1.427577496E1,-2.384841537E1,3.708795547E1
7.399280000E-1,-1.426867104E1,-2.385418510E1,3.708697891E1
7.616940000E-1,-1.429136181E1,-2.378532028E1,3.712245560E1
7.834410000E-1,-1.428364563E1,-2.378792572E1,3.712376022E1
8.052050000E-1,-1.427555084E1,-2.379642296E1,3.712142563E1
8.269640000E-1,-1.426834488E1,-2.379793358E1,3.712323380E1
8.487230000E-1,-1.427429295E1,-2.377084351E1,3.713829422E1
8.704890000E-1,-1.428779221E1,-2.373225975E1,3.715777969E1
8.922590000E-1,-1.427155685E1,-2.375502205E1,3.714947128E1
9.140300000E-1,-1.426707935E1,-2.374970055E1,3.715459061E1
9.357910000E-1,-1.425152016E1,-2.376939583E1,3.714796448E1
9.575490000E-1,-1.427476025E1,-2.369932365E1,3.718379974E1
9.793210000E-1,-1.425889778E1,-2.371344376E1,3.718087769E1
1.001067000E0,-1.425662041E1,-2.371309662E1,3.718197250E1
1.022826000E0,-1.422550488E1,-2.377208900E1,3.715620804E1
1.044585000E0,-1.421077061E1,-2.379129410E1,3.714955902E1
1.066353000E0,-1.419822979E1,-2.380262184E1,3.714710236E1
1.088133000E0,-1.418858719E1,-2.381794930E1,3.714095688E1
1.109893000E0,-1.421077728E1,-2.375115967E1,3.717523575E1
1.131652000E0,-1.420129395E1,-2.376642227E1,3.716909790E1
1.153410000E0,-1.419337654E1,-2.377900696E1,3.716407776E1
1.175180000E0,-1.418432331E1,-2.378864288E1,3.716136551E1
1.196929000E0,-1.419053173E1,-2.375994492E1,3.717734909E1
1.218682000E0,-1.420581436E1,-2.370988083E1,3.720346832E1
1.240447000E0,-1.418921471E1,-2.372564316E1,3.719974899E1
1.262236000E0,-1.419217300E1,-2.370132065E1,3.721412277E1
1.283973000E0,-1.417958832E1,-2.370307541E1,3.721780396E1
1.305754000E0,-1.420207691E1,-2.363734818E1,3.725102234E1
1.327513000E0,-1.419603825E1,-2.364072037E1,3.725117493E1
1.349272000E0,-1.417498970E1,-2.367849350E1,3.723520279E1
1.371034000E0,-1.415154457E1,-2.371009827E1,3.722400665E1
1.392790000E0,-1.413167953E1,-2.373748779E1,3.721408844E1
1.414549000E0,-1.411627007E1,-2.375645065E1,3.720783997E1
1.436308000E0,-1.410361385E1,-2.377447128E1,3.720112991E1
1.458098000E0,-1.412576866E1,-2.370919228E1,3.723437500E1
1.479857000E0,-1.411159420E1,-2.372780609E1,3.722789001E1
1.501602000E0,-1.410966682E1,-2.372818756E1,3.722837448E1
1.523386000E0,-1.408160305E1,-2.377954674E1,3.720622253E1
1.545134000E0,-1.407948399E1,-2.377066994E1,3.721269226E1
1.566883000E0,-1.410552883E1,-2.368860817E1,3.725514603E1
1.588653000E0,-1.409404373E1,-2.370879173E1,3.724664307E1
1.610411000E0,-1.408070564E1,-2.372760963E1,3.723970795E1
1.632183000E0,-1.405952644E1,-2.375793076E1,3.722837830E1
1.653960000E0,-1.406330204E1,-2.372328949E1,3.724903870E1
1.675701000E0,-1.404382038E1,-2.375377464E1,3.723695755E1
1.697478000E0,-1.406519127E1,-2.368784523E1,3.727087021E1
1.719237000E0,-1.405820560E1,-2.369510841E1,3.726889420E1
1.740997000E0,-1.404118538E1,-2.373256493E1,3.725147629E1
1.762752000E0,-1.402778435E1,-2.374813080E1,3.724659729E1
1.784526000E0,-1.401108742E1,-2.377711296E1,3.723438644E1
1.806273000E0,-1.403393269E1,-2.371070290E1,3.726811600E1
1.828032000E0,-1.400923443E1,-2.374515724E1,3.725547409E1
1.849822000E0,-1.399054623E1,-2.377713776E1,3.724209976E1
1.871580000E0,-1.397658157E1,-2.380447006E1,3.722987366E1
1.893328000E0,-1.398150826E1,-2.378036880E1,3.724343109E1
1.915099000E0,-1.398196793E1,-2.375958252E1,3.725651550E1
1.936858000E0,-1.396447563E1,-2.378527832E1,3.724668121E1
1.958617000E0,-1.394673729E1,-2.380987930E1,3.723761368E1
1.980376000E0,-1.392536831E1,-2.384458923E1,3.722339630E1
2.002135000E0,-1.391388321E1,-2.385981560E1,3.721792984E1
2.023922000E0,-1.390045357E1,-2.386988258E1,3.721649933E1
2.045683000E0,-1.390629387E1,-2.383969688E1,3.723365784E1
2.067429000E0,-1.391142941E1,-2.380455589E1,3.725421524E1
2.089201000E0,-1.390868759E1,-2.380066681E1,3.725772476E1
2.110960000E0,-1.389340591E1,-2.381869125E1,3.725190735E1
2.132719000E0,-1.388036919E1,-2.383852196E1,3.724407959E1
2.154479000E0,-1.390739727E1,-2.375763893E1,3.728565979E1
2.176232000E0,-1.389672947E1,-2.377332878E1,3.727963257E1
2.197997000E0,-1.388496494E1,-2.378664207E1,3.727552795E1
2.219786000E0,-1.386947441E1,-2.381244087E1,3.726482391E1
2.241546000E0,-1.387310123E1,-2.378955841E1,3.727807999E1
2.263300000E0,-1.389875889E1,-2.370729828E1,3.732090378E1
2.285064000E0,-1.387336922E1,-2.375572586E1,3.729955673E1
2.306822000E0,-1.385215378E1,-2.379584503E1,3.728186035E1
2.328581000E0,-1.383415604E1,-2.382731819E1,3.726843643E1
2.350340000E0,-1.381777668E1,-2.385400009E1,3.725744247E1
2.372100000E0,-1.380114079E1,-2.387458801E1,3.725041962E1
2.393858000E0,-1.382164097E1,-2.380903816E1,3.728475952E1
2.415648000E0,-1.381560898E1,-2.381121826E1,3.728560638E1
2.437407000E0,-1.379975224E1,-2.382596970E1,3.728205872E1
2.459149000E0,-1.377925301E1,-2.385472679E1,3.727125168E1
2.480925000E0,-1.376113892E1,-2.388166237E1,3.726068497E1
2.502684000E0,-1.378262806E1,-2.381498337E1,3.729540253E1
2.524443000E0,-1.375812435E1,-2.386322403E1,3.727360916E1
2.546202000E0,-1.374316025E1,-2.387271500E1,3.727305603E1
2.567979000E0,-1.372700310E1,-2.389656448E1,3.726372528E1
2.589751000E0,-1.372435856E1,-2.388839722E1,3.726993561E1
2.611510000E0,-1.371799850E1,-2.389928627E1,3.726529312E1
2.633259000E0,-1.370016098E1,-2.392727661E1,3.725389481E1
2.655014000E0,-1.370980835E1,-2.388888359E1,3.727497482E1
2.676787000E0,-1.369295406E1,-2.391230392E1,3.726614761E1
2.698546000E0,-1.371396637E1,-2.384499550E1,3.730153656E1
2.720305000E0,-1.370705032E1,-2.384712410E1,3.730271530E1
2.742064000E0,-1.369379807E1,-2.386377525E1,3.729694366E1
2.763842000E0,-1.367518234E1,-2.389453316E1,3.728407288E1
2.785608000E0,-1.367836666E1,-2.387233925E1,3.729712296E1
2.807372000E0,-1.369907761E1,-2.380674171E1,3.733142853E1
2.829131000E0,-1.366982841E1,-2.386333656E1,3.730601120E1
2.850890000E0,-1.364685726E1,-2.390003586E1,3.729092789E1
2.872649000E0,-1.362712193E1,-2.392606544E1,3.728144836E1
2.894408000E0,-1.361044502E1,-2.394961929E1,3.727241516E1
2.916167000E0,-1.359272385E1,-2.396954918E1,3.726607132E1
2.937926000E0,-1.359649372E1,-2.394549751E1,3.728015518E1
2.959697000E0,-1.359974289E1,-2.391375732E1,3.729934311E1
2.981474000E0,-1.358981514E1,-2.392783737E1,3.729393387E1
3.003233000E0,-1.357285309E1,-2.394038582E1,3.729205322E1
3.024992000E0,-1.356215477E1,-2.394972420E1,3.728994370E1
3.046751000E0,-1.354419613E1,-2.397473335E1,3.728040314E1
3.068510000E0,-1.353250217E1,-2.399253654E1,3.727319717E1
3.090270000E0,-1.355527401E1,-2.392563438E1,3.730791092E1
3.112029000E0,-1.355000877E1,-2.392559242E1,3.730984879E1
3.133788000E0,-1.352760506E1,-2.395286560E1,3.730047607E1
3.155573000E0,-1.355490780E1,-2.386897087E1,3.734431839E1
3.177332000E0,-1.353352261E1,-2.390663910E1,3.732797623E1
3.199095000E0,-1.352225113E1,-2.392365456E1,3.732116318E1
3.220854000E0,-1.350724792E1,-2.393784523E1,3.731748962E1
3.242613000E0,-1.350915909E1,-2.391939545E1,3.732862473E1
3.264371000E0,-1.350747681E1,-2.390583420E1,3.733792114E1
3.286137000E0,-1.347336674E1,-2.397086906E1,3.730854034E1
3.307890000E0,-1.345818424E1,-2.399931145E1,3.729573059E1
3.329680000E0,-1.344301414E1,-2.401847076E1,3.728887177E1
3.351440000E0,-1.342210770E1,-2.405204391E1,3.727476120E1
3.373198000E0,-1.341004658E1,-2.406939507E1,3.726789856E1
3.394958000E0,-1.339715862E1,-2.408224487E1,3.726423645E1
3.416716000E0,-1.338705349E1,-2.409267044E1,3.726113129E1
3.438475000E0,-1.339147282E1,-2.406505775E1,3.727737427E1
3.460228000E0,-1.339838505E1,-2.402858353E1,3.729841995E1
3.481993000E0,-1.339168835E1,-2.403992844E1,3.729351044E1
3.503752000E0,-1.338228512E1,-2.404269028E1,3.729510880E1
3.525517000E0,-1.335692787E1,-2.408390045E1,3.727760696E1
3.547302000E0,-1.334405041E1,-2.409579849E1,3.727452850E1
3.569060000E0,-1.333460045E1,-2.410696793E1,3.727067947E1
3.590819000E0,-1.335598373E1,-2.404050636E1,3.730593872E1
3.612578000E0,-1.335508633E1,-2.403816605E1,3.730776978E1
3.634337000E0,-1.334463692E1,-2.404828835E1,3.730498505E1
3.656086000E0,-1.332976818E1,-2.406904602E1,3.729691315E1
3.677855000E0,-1.333086395E1,-2.404481697E1,3.731214523E1
3.699646000E0,-1.335148430E1,-2.398018074E1,3.734636307E1
3.721404000E0,-1.334437180E1,-2.398373413E1,3.734661484E1
3.743163000E0,-1.332183075E1,-2.402086830E1,3.733079147E1
3.764927000E0,-1.330667114E1,-2.403699684E1,3.732581711E1
3.786681000E0,-1.332816315E1,-2.396793938E1,3.736254501E1
3.808440000E0,-1.331927967E1,-2.397765732E1,3.735947418E1
3.830199000E0,-1.329947853E1,-2.400331497E1,3.735005188E1
3.851970000E0,-1.326782703E1,-2.405780602E1,3.732624435E1
3.873747000E0,-1.324817276E1,-2.407209969E1,3.732400894E1
3.895500000E0,-1.326853848E1,-2.400628662E1,3.735914230E1
3.917265000E0,-1.324194813E1,-2.406062508E1,3.733361435E1
3.939024000E0,-1.322514439E1,-2.407919693E1,3.732759094E1
3.960798000E0,-1.320766735E1,-2.410601234E1,3.731647491E1
3.982542000E0,-1.318548107E1,-2.414109993E1,3.730163574E1
4.004301000E0,-1.317023659E1,-2.416015244E1,3.729468155E1
