"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
0.000000000E0,4.675934218E1,1.203312496E1,1.052803467E3,-1.000000000E0,-1.000000000E0,7.014235096E2,7.014235096E2
1.729000807E-1,4.675940514E1,1.203278789E1,1.052703735E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
6.170740128E-1,4.675940663E1,1.203277994E1,1.052625122E3,-1.000000000E0,-1.000000000E0,1.650000000E2,1.650000000E2
2.190110087E0,4.675965982E1,1.203269702E1,1.052297485E3,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
